Kab. Kediri,junior high school,273522
Kab. Kediri,less than elementary,80483
Kab. Kediri,university,45890
Kab. Keerom,elementary,8433
Kab. Keerom,high school,8060
Kab. Keerom,junior high school,6256
Kab. Keerom,less than elementary,3422
Kab. Keerom,university,1548
Kab. Kendal,elementary,244575
Kab. Kendal,high school,110158
Kab. Kendal,junior high school,154863
Kab. Kendal,less than elementary,67033
Kab. Kendal,university,26709
Kab. Kepahiang,elementary,30543
Kab. Kepahiang,high school,18700
Kab. Kepahiang,junior high school,19972
Kab. Kepahiang,less than elementary,9736
Kab. Kepahiang,university,4180
Kab. Kepulauan Anambas,elementary,10256
Kab. Kepulauan Anambas,high school,3375
Kab. Kepulauan Anambas,junior high school,3006
Kab. Kepulauan Anambas,less than elementary,3756
Kab. Kepulauan Anambas,university,1309
Kab. Kepulauan Aru,elementary,23101
Kab. Kepulauan Aru,high school,10297
Kab. Kepulauan Aru,junior high school,10228
Kab. Kepulauan Aru,less than elementary,4182
Kab. Kepulauan Aru,university,2654
Kab. Kepulauan Mentawai,elementary,15489
Kab. Kepulauan Mentawai,high school,6014
Kab. Kepulauan Mentawai,junior high school,7008
Kab. Kepulauan Mentawai,less than elementary,10696
Kab. Kepulauan Mentawai,university,1801
Kab. Kepulauan Meranti,elementary,48930
Kab. Kepulauan Meranti,high school,20978
Kab. Kepulauan Meranti,junior high school,23067
Kab. Kepulauan Meranti,less than elementary,10867
Kab. Kepulauan Meranti,university,4951
Kab. Kepulauan Sangihe,elementary,28105
Kab. Kepulauan Sangihe,high school,21059
Kab. Kepulauan Sangihe,junior high school,19343
Kab. Kepulauan Sangihe,less than elementary,17448
Kab. Kepulauan Sangihe,university,4715
Kab. Kepulauan Selayar,elementary,28052
Kab. Kepulauan Selayar,high school,13665
Kab. Kepulauan Selayar,junior high school,12258
Kab. Kepulauan Selayar,less than elementary,11413
Kab. Kepulauan Selayar,university,6211
Kab. Kepulauan Seribu,elementary,5483
Kab. Kepulauan Seribu,high school,2867
Kab. Kepulauan Seribu,junior high school,3165
Kab. Kepulauan Seribu,less than elementary,1522
Kab. Kepulauan Seribu,university,734
